,0,1,2
0,-74.58627016048106,-135.0,-6344867.574088506
1,-25.359898779116737,-154.59566880682792,19923578.11344122
2,-25.353190111782016,-154.5940210767234,19923637.327890027
3,-25.34648124864332,-154.59237402247948,19923696.548159324
4,-25.339772181309232,-154.59072763605468,19923755.7743229
5,-25.33306291414736,-154.58908191965244,19923815.006341856
6,-25.326353451484025,-154.58743687960722,19923874.24417767
7,-25.31964378501055,-154.58579250586834,19923933.487903368
8,-25.312933919011066,-154.5841489710702,19923992.737480793
9,-25.306223857728895,-154.58250594171489,19924051.99287216
10,-25.299513592938098,-154.58086357874876,19924111.254149765
11,-25.292803133191136,-154.57922188966913,19924170.52123776
12,-25.286092470052633,-154.57758086557206,19924229.79421031
13,-25.279381607932695,-154.57594051161226,19924289.073028147
14,-25.272670551074782,-154.57430083029692,19924348.357653413
15,-25.265959291167718,-154.57266198167036,19924407.648159258
16,-25.25924783258073,-154.57102363359292,19924466.944506712
17,-25.252536179557087,-154.5693859578245,19924526.24665796
18,-25.245824323827044,-154.56774894644516,19924585.55468574
19,-25.23911227390303,-154.56611260607616,19924644.868514515
20,-25.232400021347228,-154.5644769294881,19924704.188218497
21,-25.225687570654426,-154.562841920655,19924763.513757627
22,-25.218974926026764,-154.56120758246155,19924822.845094454
23,-25.21226207919272,-154.5595740745788,19924882.182301737
24,-25.205549034438476,-154.5579410660422,19924941.525341265
25,-25.19883579600827,-154.55630872694158,19925000.87417519
26,-25.192122355713565,-154.5546770502702,19925060.22887554
27,-25.18540871779852,-154.55304604019923,19925119.589404494
28,-25.178694886549636,-154.55141569801657,19925178.955723777
29,-25.171980853693942,-154.54978601831317,19925238.327906244
30,-25.165266627662376,-154.54815717521595,19925297.705876965
31,-25.158552200265696,-154.54652882488244,19925357.089708067
32,-25.151837575748182,-154.54490113906832,19925416.479361642
33,-25.145122758396695,-154.54327412114398,19925475.874799445
34,-25.138407739937012,-154.54164776362074,19925535.276094344
35,-25.131692524613936,-154.5400220698332,19925594.68320843
36,-25.124977116798377,-154.53839704405678,19925654.096102715
37,-25.118261508173227,-154.53677267710162,19925713.514850423
38,-25.11154570721306,-154.53514914437525,19925772.939376235
39,-25.104829705600736,-154.5335261040181,19925832.369753417
40,-25.09811350766516,-154.5319037257714,19925891.805943333
41,-25.091397117735635,-154.5302820126216,19925951.247907296
42,-25.084680527493866,-154.5286609587186,19926010.695718616
43,-25.077963741227265,-154.5270405661798,19926070.14933899
44,-25.071246763223687,-154.52542083878848,19926129.608730126
45,-25.064529585163704,-154.52380193744975,19926189.07396532
46,-25.057812215607875,-154.52218353237663,19926248.544968456
47,-25.051094646236333,-154.52056578489297,19926308.021812834
48,-25.044376881336728,-154.51894869711438,19926367.504460163
49,-25.037658925197498,-154.51733227448986,19926426.992872126
50,-25.03094076949814,-154.5157165078414,19926486.487122055
51,-25.024222418610393,-154.51410140018945,19926545.98717091
52,-25.017503876780726,-154.51248712453236,19926605.49298069
53,-25.01078513573019,-154.51087333655798,19926665.004624426
54,-25.00406620393647,-154.5092602108277,19926724.522026658
55,-24.997347073077684,-154.5076477402523,19926784.045260757
56,-24.990627747526222,-154.5060359278507,19926843.57428765
57,-24.983908231529078,-154.504424778199,19926903.10906936
58,-24.977188516805466,-154.50281428341313,19926962.649678916
59,-24.97046860764418,-154.50120444518797,19927022.196077965
60,-24.96374850829241,-154.49959543651903,19927081.748228516
61,-24.95702821055265,-154.49798691442405,19927141.306202877
62,-24.95030771867193,-154.49637904856402,19927200.869963065
63,-24.943587036939686,-154.49477184313255,19927260.439470716
64,-24.936866157073613,-154.4931652906676,19927320.01479887
