,0,1,2
0,-74.58627016048106,-135.0,-6344867.574088506
1,-7.3301658959189115,117.06795461969617,20102196.772804353
2,-7.337123877370187,117.06854899484242,20102126.581589565
3,-7.34408184942207,117.06914354773127,20102056.39245087
4,-7.351039803345479,117.06973810288828,20101986.205477286
5,-7.357997747679074,117.0703330044452,20101916.02058366
6,-7.3649556781191805,117.07092808121386,20101845.83781435
7,-7.37191359014525,117.07152332902608,20101775.65721593
8,-7.378871492512657,117.07211875490597,20101705.47870105
9,-7.385829380874377,117.07271435688921,20101635.302314512
10,-7.392787250623087,117.0733101299141,20101565.128103763
11,-7.399745110557462,117.07390591469958,20101494.955981024
12,-7.406702956287205,117.07450204233943,20101424.78599152
13,-7.413660783291601,117.07509834274627,20101354.618181836
14,-7.420618600412801,117.0756948225883,20101284.452463727
15,-7.427576398661509,117.07629147504733,20101214.288928837
16,-7.434534186836428,117.07688830759602,20101144.1274894
17,-7.441491960590431,117.07748531576796,20101073.9681902
18,-7.448449715316185,117.0780824974189,20101003.811078686
19,-7.455407459855591,117.07867969121497,20100933.65606663
20,-7.4623651897315595,117.07927722985748,20100863.50320016
21,-7.469322900466848,117.07987494203715,20100793.352525372
22,-7.476280600859888,117.08047283439443,20100723.203954533
23,-7.483238282008359,117.08107090141962,20100653.057578348
24,-7.490195952710591,117.0816691489198,20100582.913309067
25,-7.497153608489455,117.08226757400612,20100512.77119282
26,-7.50411124486771,117.08286600495202,20100442.631275672
27,-7.5110688706003605,117.08346478604345,20100372.49347033
28,-7.518026481297022,117.08406374436302,20100302.35782204
29,-7.524984072480422,117.0846628786884,20100232.22437688
30,-7.531941652862091,117.08526219351819,20100162.09304799
31,-7.538899213583124,117.0858616842044,20100091.963925626
32,-7.5458567633983,117.08646135610948,20100021.836922534
33,-7.552814297917179,117.0870610392339,20099951.7120839
34,-7.559771812662649,117.08766106544313,20099881.58945582
35,-7.566729316302699,117.08826127495585,20099811.468951892
36,-7.573686804490194,117.08886166288683,20099741.35061689
37,-7.5806442727046655,117.08946222756647,20099671.23449733
38,-7.587601729744143,117.09006297480543,20099601.1205055
39,-7.594559166749788,117.09066389870348,20099531.008731656
40,-7.601516592389396,117.09126500498226,20099460.89908939
41,-7.608474002315887,117.0918661232544,20099390.79162348
42,-7.61543139200887,117.09246758743934,20099320.686380435
43,-7.622388770266159,117.09306923409497,20099250.583272554
44,-7.629346132610576,117.09367106074735,20099180.48234592
45,-7.636303474564981,117.0942730661728,20099110.383646607
46,-7.643260804970623,117.09487525454615,20099040.287086498
47,-7.6502181148384825,117.0954776211267,20098970.192757092
48,-7.657175412966339,117.09608000330749,20098900.100570723
49,-7.664132695007276,117.09668273512688,20098830.010572165
50,-7.671089956353973,117.09728564518358,20098759.922808774
51,-7.678047205847413,117.09788873932112,20098689.837192446
52,-7.685004438967141,117.09849201586887,20098619.75376968
53,-7.691961651322729,117.09909547074369,20098549.67258565
54,-7.698918851711761,117.09969910976015,20098479.593552716
55,-7.705876035526962,117.10030293160436,20098409.51671823
56,-7.712833198421294,117.10090676421972,20098339.44212696
57,-7.71979034914895,117.10151095064867,20098269.36969164
58,-7.726747478807933,117.10211531653721,20098199.299502935
59,-7.733704596238989,117.10271986773104,20098129.23147274
60,-7.740661696834857,117.10332460249889,20098059.165648423
61,-7.747618776248556,117.10392951636983,20097989.10207472
62,-7.754575843234068,117.10453461638137,20097919.040664423
63,-7.7615328932708625,117.10513973202448,20097848.981464013
64,-7.768489922012011,117.10574519608531,20097778.924518224
65,-7.775446938124579,117.1063508467052,20097708.869740732
66,-7.782403932750062,117.10695667714464,20097638.8172217
67,-7.78936091468571,117.10756269530576,20097568.76687351
68,-7.796317879410965,117.10816889743192,20097498.71874263
69,-7.803274822578854,117.10877528030208,20097428.672873784
70,-7.810231752856328,117.1093818513128,20097358.629180655
71,-7.817188665766343,117.10998843789989,20097288.5877093
72,-7.824145556918531,117.11059537406933,20097218.548504855
73,-7.831102435066532,117.11120249844123,20097148.511480156
74,-7.838059291351949,117.11180980469115,20097078.476725332
75,-7.8450161345283345,117.11241729944277,20097008.44415323
76,-7.851972960031817,117.11302497807496,20096938.413810752
77,-7.858929763515488,117.11363283945046,20096868.38574258
78,-7.865886553732787,117.11424072135667,20096798.35986159
79,-7.872843326206651,117.1148489577397,20096728.336213782
80,-7.879800076503364,117.11545737606387,20096658.314844742
81,-7.8867568132895975,117.11606598372855,20096588.295668215
82,-7.893713527793783,117.11667477446733,20096518.278773405
83,-7.900670228769256,117.11728375448898,20096448.264073186
84,-7.907626911738934,117.1178929200651,20096378.251613583
85,-7.914583572225694,117.11850226996805,20096308.241440587
86,-7.921540219026259,117.11911164201722,20096238.23346664
87,-7.928496847620113,117.11972136762671,20096168.22773818
88,-7.93545345366037,117.12033127765474,20096098.2242999
89,-7.942410045813363,117.120941378669,20096028.22306555
90,-7.949366619602125,117.12155166610671,20095958.224081144
91,-7.956323170679671,117.12216213841221,20095888.227391362
92,-7.96327970766896,117.12277280129031,20095818.23291041
93,-7.970236221798504,117.12338348046885,20095748.240727473
94,-7.977192721864735,117.12399451902971,20095678.250754997
95,-7.9841492032604835,117.12460574515049,20095608.263040327
96,-7.991105661682273,117.12521715730497,20095538.277627677
97,-7.9980621057527586,117.1258287595316,20095468.29443127
98,-8.005018531081738,117.12644055107846,20095398.313496225
99,-8.011974933322302,117.12705252830477,20095328.334867213
100,-8.01893132101026,117.1276645288543,20095258.35845932
101,-8.025887685417826,117.12827688332663,20095188.384361293
102,-8.032844035297748,117.12888943076608,20095118.412486058
103,-8.039800366129532,117.12950216657856,20095048.442880005
104,-8.04675667365311,117.13011508968393,20094978.47558697
105,-8.053712966317491,117.13072820442012,20094908.510522895
106,-8.060669239819177,117.13134150842635,20094838.547732037
107,-8.067625489767838,117.13195500053277,20094768.587259494
108,-8.074581724785945,117.13256851719416,20094698.629019495
109,-8.081537936145729,117.13318238859155,20094628.673100777
110,-8.088494132512912,117.13379645329468,20094558.719417132
111,-8.095450309410445,117.13441070882281,20094488.76801454
112,-8.10240646249155,117.13502515195101,20094418.81893765
113,-8.109362600378356,117.13563978838923,20094348.872100737
114,-8.116318718724095,117.13625461658003,20094278.92754844
115,-8.123274813051797,117.13686946395448,20094208.985326722
116,-8.130230892026953,117.13748467351053,20094139.045349408
117,-8.137186946878572,117.13810007180452,20094069.107705664
118,-8.14414298635883,117.1387156642207,20093999.172308393
119,-8.151099005990723,117.13933144827762,20093929.239203595
120,-8.158055001340708,117.1399474215234,20093859.30843677
121,-8.165010981074174,117.14056358970001,20093789.37992178
122,-8.17196694080085,117.14117995038556,20093719.45370368
123,-8.178922876130532,117.14179633107011,20093649.529827565
124,-8.185878795728575,117.14241307558737,20093579.608207278
125,-8.192834690780627,117.1430300108789,20093509.68893236
126,-8.199790569951924,117.14364714060389,20093439.77191668
127,-8.206746428852192,117.14426446359037,20093369.85720528
128,-8.213702263091358,117.14488197574805,20093299.944843277
129,-8.22065808133441,117.1454996849054,20093230.034744512
